Linux 3.13.0-105-generic (ip-172-31-10-198) 	01/06/2017 	_x86_64_	(1 CPU)

05:50:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
05:50:57 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
05:50:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:50:59 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:00 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:01 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:02 AM     all      0.00      0.00      1.00      0.00      0.00     99.00
05:51:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:04 AM     all      0.99      0.00      0.99      0.00      0.00     98.02
05:51:05 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
05:51:06 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:07 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:08 AM     all      0.00      0.00      1.00      0.00      0.00     99.00
05:51:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:10 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
05:51:11 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:12 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
05:51:14 AM     all      0.00      0.00      0.00      1.00      0.00     99.00
05:51:15 AM     all      3.12      0.00      0.00      1.04      0.00     95.83
05:51:16 AM     all      2.33      0.00      1.16      0.00      0.00     96.51
05:51:17 AM     all      3.37      0.00      1.12      0.00      1.12     94.38
05:51:18 AM     all      2.35      0.00      3.53      1.18      0.00     92.94
05:51:19 AM     all      1.16      0.00      2.33      0.00      1.16     95.35
05:51:20 AM     all     10.59      0.00      4.71      7.06      0.00     77.65
05:51:21 AM     all      1.14      0.00      3.41      0.00      0.00     95.45
05:51:22 AM     all      3.49      0.00      0.00      0.00      1.16     95.35
05:51:23 AM     all      2.41      0.00      0.00      0.00      0.00     97.59
05:51:24 AM     all      1.18      0.00      2.35      0.00      0.00     96.47
05:51:25 AM     all      5.75      0.00      0.00      3.45      1.15     89.66
05:51:26 AM     all      4.88      0.00      0.00      0.00      0.00     95.12
05:51:27 AM     all      2.35      0.00      1.18      0.00      0.00     96.47
05:51:28 AM     all      2.35      0.00      3.53      1.18      1.18     91.76
05:51:29 AM     all      3.49      0.00      1.16      1.16      0.00     94.19
05:51:30 AM     all      1.22      0.00      1.22      1.22      1.22     95.12
05:51:31 AM     all      3.45      0.00      3.45      0.00      0.00     93.10
05:51:32 AM     all      3.66      0.00      1.22      0.00      0.00     95.12
