Linux 3.13.0-105-generic (ip-172-31-10-198) 	01/06/2017 	_x86_64_	(1 CPU)

04:49:17 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:49:18 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:20 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:21 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:22 AM     all      0.00      0.00      1.00      0.00      0.00     99.00
04:49:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:24 AM     all      0.98      0.00      0.98      0.98      0.00     97.06
04:49:25 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:26 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:27 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:28 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:29 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
04:49:30 AM     all      0.00      0.00      0.00      0.00      0.99     99.01
04:49:31 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:32 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:49:34 AM     all      3.12      0.00      1.04      0.00      0.00     95.83
04:49:35 AM     all      2.44      0.00      3.66      3.66      0.00     90.24
04:49:36 AM     all      3.75      0.00      2.50      0.00      1.25     92.50
04:49:37 AM     all     16.67      0.00      9.52      7.14      0.00     66.67
04:49:38 AM     all      4.94      0.00      4.94      1.23      0.00     88.89
04:49:39 AM     all      8.64      0.00      3.70      0.00      1.23     86.42
04:49:40 AM     all      3.80      0.00      6.33      1.27      0.00     88.61
04:49:41 AM     all     10.98      0.00      3.66      0.00      1.22     84.15
04:49:42 AM     all     14.46      0.00     12.05      6.02      0.00     67.47
04:49:43 AM     all      7.23      0.00      4.82      2.41      1.20     84.34
04:49:44 AM     all      6.10      0.00      4.88      1.22      0.00     87.80
04:49:45 AM     all      8.75      0.00      2.50      0.00      1.25     87.50
04:49:46 AM     all      6.25      0.00      6.25      0.00      0.00     87.50
04:49:47 AM     all     18.18     15.91     14.77     13.64      0.00     37.50
04:49:48 AM     all      8.75      6.25      8.75      5.00      1.25     70.00
04:49:49 AM     all      8.54      9.76      7.32      2.44      1.22     70.73
04:49:50 AM     all      7.89      5.26      7.89      2.63      0.00     76.32
04:49:51 AM     all     25.00      6.82     12.50      2.27      0.00     53.41
04:49:52 AM     all     33.72      2.33     10.47      8.14      1.16     44.19
04:49:53 AM     all      8.54      9.76      7.32      3.66      0.00     70.73
04:49:54 AM     all     12.94      4.71     12.94      4.71      1.18     63.53
04:49:55 AM     all      2.56      2.56      8.97      2.56      0.00     83.33
04:49:56 AM     all     16.09      4.60     12.64      1.15      0.00     65.52
04:49:57 AM     all      8.97      3.85      6.41      8.97      1.28     70.51
04:49:58 AM     all      5.13      2.56      6.41      2.56      1.28     82.05
04:49:59 AM     all      9.88      3.70      6.17      1.23      0.00     79.01
04:50:00 AM     all      5.06      5.06      3.80      2.53      1.27     82.28
04:50:01 AM     all     10.00      2.50      7.50      1.25      1.25     77.50
04:50:02 AM     all     20.22      4.49     10.11      3.37      0.00     61.80
04:50:03 AM     all      0.00      1.04      1.04      6.25      0.00     91.67
04:50:04 AM     all      3.06      2.04      1.02     21.43      1.02     71.43
04:50:05 AM     all      0.00      1.03      2.06      1.03      0.00     95.88
04:50:06 AM     all      3.03      3.03      2.02      1.01      0.00     90.91
04:50:07 AM     all      0.00      3.00      3.00     10.00      1.00     83.00
04:50:08 AM     all      0.00      2.04      2.04      2.04      0.00     93.88
04:50:09 AM     all      0.00      0.00      0.00      3.23      0.00     96.77
04:50:10 AM     all      2.02      3.03      1.01      2.02      0.00     91.92
04:50:11 AM     all      0.00      2.08      1.04      3.12      1.04     92.71
04:50:12 AM     all      0.00      1.04      1.04      0.00      0.00     97.92
04:50:13 AM     all      1.02      3.06      1.02      2.04      0.00     92.86
04:50:14 AM     all      1.00      5.00      2.00      4.00      1.00     87.00
04:50:15 AM     all      0.00      2.06      0.00      2.06      0.00     95.88
04:50:16 AM     all      0.00      2.06      2.06      2.06      0.00     93.81
04:50:17 AM     all      3.03      3.03      1.01      1.01      0.00     91.92
04:50:18 AM     all      0.00      1.04      1.04      1.04      1.04     95.83
04:50:19 AM     all      0.00      4.08      0.00     20.41      0.00     75.51
04:50:20 AM     all      0.00      1.04      2.08      1.04      0.00     95.83
04:50:21 AM     all      2.06      1.03      1.03      1.03      1.03     93.81
04:50:22 AM     all      0.00      2.08      0.00      1.04      0.00     96.88
04:50:23 AM     all      0.00      3.09      1.03      1.03      0.00     94.85
04:50:24 AM     all      3.06      4.08      0.00      1.02      0.00     91.84
04:50:25 AM     all      0.00      3.00      2.00     29.00      1.00     65.00
04:50:26 AM     all      0.00      2.08      1.04     19.79      0.00     77.08
04:50:27 AM     all      0.00      1.04      1.04      1.04      0.00     96.88
04:50:28 AM     all      3.09      1.03      0.00      1.03      1.03     93.81
04:50:29 AM     all      0.00      2.04      2.04      2.04      0.00     93.88
04:50:30 AM     all      0.00      1.04      1.04      1.04      0.00     96.88
04:50:31 AM     all      0.00      2.06      1.03      1.03      0.00     95.88
04:50:32 AM     all      5.21      1.04      0.00      4.17      0.00     89.58
04:50:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:35 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:36 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:37 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:38 AM     all      0.00      0.00      0.00      0.00      1.00     99.00
04:50:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:50:40 AM     all      6.82      0.00      3.41      9.09      0.00     80.68
04:50:41 AM     all     10.00      0.00      7.50      6.25      0.00     76.25
04:50:42 AM     all     19.75      0.00     11.11     35.80      1.23     32.10
04:50:43 AM     all     10.98      0.00      7.32     37.80      0.00     43.90
04:50:44 AM     all      2.50      0.00      5.00      6.25      0.00     86.25
04:50:45 AM     all     18.29      0.00      9.76     48.78      1.22     21.95
04:50:46 AM     all      7.59      0.00      7.59     83.54      1.27      0.00
04:50:47 AM     all      5.06      0.00      6.33     10.13      0.00     78.48
04:50:48 AM     all      5.00      0.00      5.00      6.25      0.00     83.75
04:50:49 AM     all     15.00      0.00     15.00     50.00      1.25     18.75
04:50:50 AM     all      9.76      0.00     13.41     74.39      1.22      1.22
04:50:51 AM     all      3.61      0.00      0.00      2.41      0.00     93.98
04:50:52 AM     all      7.50      0.00      6.25     10.00      0.00     76.25
04:50:53 AM     all     17.86      0.00      9.52     69.05      1.19      2.38
04:50:54 AM     all      6.10      0.00      4.88     18.29      0.00     70.73
04:50:55 AM     all      7.23      0.00      3.61     16.87      1.20     71.08
04:50:56 AM     all     16.46      0.00      6.33     24.05      0.00     53.16
04:50:57 AM     all     14.81      0.00      7.41     65.43      0.00     12.35
04:50:58 AM     all      2.38      0.00      5.95     17.86      1.19     72.62
04:50:59 AM     all      3.70      0.00      4.94      9.88      0.00     81.48
04:51:00 AM     all     14.12      0.00     10.59     68.24      1.18      5.88
04:51:01 AM     all      3.61      0.00      6.02     15.66      0.00     74.70
04:51:02 AM     all      9.64      0.00      8.43     16.87      0.00     65.06
04:51:03 AM     all      7.14      0.00      9.52     17.86      1.19     64.29
04:51:04 AM     all      7.41      0.00      4.94     41.98      0.00     45.68
04:51:05 AM     all      5.95      0.00      2.38      7.14      1.19     83.33
04:51:06 AM     all     15.48      0.00     10.71     53.57      0.00     20.24
04:51:07 AM     all      9.52      0.00      5.95     47.62      0.00     36.90
04:51:08 AM     all      7.06      0.00      4.71      8.24      0.00     80.00
04:51:09 AM     all     16.28      0.00     10.47     25.58      1.16     46.51
04:51:10 AM     all      6.10      0.00      7.32     24.39      0.00     62.20
04:51:11 AM     all      6.02      0.00      7.23     32.53      1.20     53.01
04:51:12 AM     all      9.41      0.00      7.06      9.41      0.00     74.12
04:51:13 AM     all      7.14      0.00      8.33     16.67      0.00     67.86
04:51:14 AM     all     13.41      0.00      9.76     60.98      1.22     14.63
04:51:15 AM     all      9.76      0.00      4.88     25.61      0.00     59.76
04:51:16 AM     all      8.89      0.00      3.33     15.56      1.11     71.11
04:51:17 AM     all      7.06      0.00      5.88     14.12      0.00     72.94
04:51:18 AM     all     14.10      0.00      6.41     57.69      0.00     21.79
04:51:19 AM     all      6.49      0.00      3.90     40.26      0.00     49.35
04:51:20 AM     all      3.61      0.00      4.82      9.64      1.20     80.72
04:51:21 AM     all     14.81      0.00     11.11     66.67      0.00      7.41
04:51:22 AM     all      4.82      0.00      4.82     38.55      1.20     50.60
04:51:23 AM     all     15.29      0.00      4.71      5.88      0.00     74.12
04:51:24 AM     all     13.41      0.00     10.98     52.44      0.00     23.17
04:51:25 AM     all      5.95      0.00     10.71     39.29      1.19     42.86
04:51:26 AM     all      6.74      0.00      4.49      7.87      0.00     80.90
04:51:27 AM     all     13.41      0.00     10.98     48.78      1.22     25.61
04:51:28 AM     all     10.00      0.00      7.50     42.50      0.00     40.00
04:51:29 AM     all      2.41      0.00      2.41      8.43      0.00     86.75
04:51:30 AM     all     13.41      0.00     12.20     39.02      1.22     34.15
04:51:31 AM     all      5.95      0.00      4.76     15.48      0.00     73.81
04:51:32 AM     all      1.20      0.00      3.61      4.82      1.20     89.16
04:51:33 AM     all     14.46      0.00     10.84     26.51      0.00     48.19
04:51:34 AM     all      4.88      0.00      7.32     41.46      0.00     46.34
04:51:35 AM     all      6.67      0.00      5.33     70.67      1.33     16.00
04:51:36 AM     all      5.48      0.00      4.11     21.92      0.00     68.49
04:51:37 AM     all      7.23      0.00      3.61     30.12      0.00     59.04
04:51:38 AM     all      5.68      0.00      7.95     12.50      1.14     72.73
04:51:39 AM     all     14.63      0.00     10.98     53.66      0.00     20.73
04:51:40 AM     all      5.19      0.00      3.90     23.38      0.00     67.53
04:51:41 AM     all     10.98      0.00      7.32     58.54      1.22     21.95
04:51:42 AM     all      6.98      0.00      8.14      9.30      0.00     75.58
