Linux 3.13.0-105-generic (ip-172-31-5-66) 	01/07/2017 	_x86_64_	(1 CPU)

12:38:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:38:25 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:26 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:38:27 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:38:28 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:31 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:32 AM     all      0.00      0.00      0.99      0.00      0.00     99.01
12:38:33 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:38:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:35 AM     all      0.99      0.00      0.00      0.00      0.00     99.01
12:38:36 AM     all      0.00      0.00      1.00      0.00      0.00     99.00
12:38:37 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:38 AM     all      0.00      0.00      0.00      1.00      0.00     99.00
12:38:39 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:38:40 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:41 AM     all      2.97      0.99      0.00      0.00      0.00     96.04
12:38:42 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:38:44 AM     all      4.17      0.00      0.00      0.00      0.00     95.83
12:38:45 AM     all      2.30      0.00      0.00      0.00      1.15     96.55
12:38:46 AM     all      4.55      0.00      2.27      0.00      0.00     93.18
12:38:47 AM     all      2.30      0.00      1.15      0.00      1.15     95.40
12:38:48 AM     all     11.36      0.00      2.27      0.00      0.00     86.36
12:38:49 AM     all      4.60      0.00      0.00      2.30      1.15     91.95
12:38:50 AM     all      0.00      0.00      2.35      0.00      0.00     97.65
12:38:51 AM     all      6.74      0.00      1.12      0.00      1.12     91.01
12:38:52 AM     all      2.33      0.00      1.16      0.00      0.00     96.51
12:38:53 AM     all      1.18      0.00      1.18      0.00      0.00     97.65
12:38:54 AM     all     43.16      0.00      6.32      1.05      1.05     48.42
12:38:55 AM     all     71.88      0.00      2.08      0.00      0.00     26.04
12:38:56 AM     all      2.27      0.00      2.27      0.00      0.00     95.45
12:38:57 AM     all      2.27      0.00      1.14      0.00      1.14     95.45
12:38:58 AM     all      2.38      0.00      0.00      0.00      0.00     97.62
12:38:59 AM     all      4.60      0.00      2.30      4.60      1.15     87.36
12:39:00 AM     all     28.41      0.00      1.14      0.00      1.14     69.32
12:39:01 AM     all      6.74      0.00      1.12      0.00      0.00     92.13
12:39:02 AM     all      2.25      0.00      0.00      1.12      2.25     94.38
12:39:03 AM     all      2.27      0.00      2.27      2.27      1.14     92.05
12:39:04 AM     all      2.33      0.00      2.33      0.00      0.00     95.35
12:39:05 AM     all      2.15      0.00      0.00      0.00      0.00     97.85
12:39:06 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:39:07 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:39:08 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:39:09 AM     all      0.00      0.00      0.98      0.00      0.98     98.04
12:39:10 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:39:11 AM     all      0.00      0.00      1.00      0.00      0.00     99.00
12:39:12 AM     all      0.00      0.00      0.00      2.00      0.00     98.00
12:39:13 AM     all      1.00      0.00      0.00      0.00      0.00     99.00
12:39:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
12:39:15 AM     all      3.00      0.00      0.00      0.00      0.00     97.00
